laureate_name,nobel_api_id,prize_categories,prize_years,prize_subfields,award_summaries,preferred_title,original_title,first_publication_year,role,coauthors_or_coeditors,work_type,technicality_score,audience_level,review_status,relationship_confidence,overall_confidence,edition_count,languages,isbn13s,dois,oclc_numbers,wikidata_qid,openlibrary_work_id,source_count,source_urls,notes
Aage N. Bohr,102,physics,1975,,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,Struktur der Atomkerne,,1975,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,de,,,,,,1,https://books.google.com/books?id=GzdfpwAACAAJ,no decisive deterministic taxonomy indicator
Aage N. Bohr,102,physics,1975,,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,Struktura atomnogo jadra. Tom 1,,1971,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=SVKCXwAACAAJ,no decisive deterministic taxonomy indicator
Aage N. Bohr,102,physics,1975,,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,"Study of Nuclear Structure by Electromagnetic Excitation with Accelerated. Ions. K. Alder, A. Bohr, T. Huus, B. Mottelson and A. Winther ...",,1956,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=PQ-GQwAACAAJ,no decisive deterministic taxonomy indicator
Aage N. Bohr,102,physics,1975,,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,Sven Gösta Nilsson,,1981,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=y3TANAEACAAJ,no decisive deterministic taxonomy indicator
Aage N. Bohr,102,physics,1975,,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,The Collective Model of the Nucleus,,1954,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=XfpXzwEACAAJ,no decisive deterministic taxonomy indicator
Aage N. Bohr,102,physics,1975,,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,The Coupling of Nuclear Surface Oscillations to the Motion of Individual Nucleous,,1952,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=NnS-XwAACAAJ,no decisive deterministic taxonomy indicator
Aage N. Bohr,102,physics,1975,,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,The Many Facets of Nuclear Structure,,1973,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=dA6GnQAACAAJ,no decisive deterministic taxonomy indicator
Aage N. Bohr,102,physics,1975,,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,The Structure of Angular Momentum in Rapidly Rotating Nuclei,,1981,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=H4i7swEACAAJ,no decisive deterministic taxonomy indicator
Aage N. Bohr,102,physics,1975,,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,The coupling of nuclear surface oscillations to the motion of individual nucleons,,1952,author,,reference,0.67,professional,provisional,0.85,0.7,2,de|en,,,6857655,,OL1274861W,2,https://books.google.com/books?id=bGMVzwEACAAJ|https://openlibrary.org/books/OL202609M|https://openlibrary.org/works/OL1274861W,reference indicators: reference; professional audience indicators: reference
Aage N. Bohr,102,physics,1975,,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,Одночастичное движение,,1971,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,ru,,,,,,1,https://books.google.com/books?id=KzgU0AEACAAJ,no decisive deterministic taxonomy indicator
Aage N. Bohr,102,physics,1975,,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,原子核结构,,1973,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,zh-cn,,,,,,1,https://books.google.com/books?id=uIcNQAAACAAJ,no decisive deterministic taxonomy indicator
Aaron Ciechanover,779,chemistry,2004,,for the discovery of ubiquitin-mediated protein degradation,How are Substrates Recognized by the Ubiquitin-mediatedproteolytic System?,,1989,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=A3k2MwEACAAJ,no decisive deterministic taxonomy indicator
Aaron Ciechanover,779,chemistry,2004,,for the discovery of ubiquitin-mediated protein degradation,Ubiquitin- and Lysosomal-dependent Protein Degradation in Yeast and Mammalian Cells: on the Possible Linkage Between the Two Proteolytic Systems,,1995,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=GDqVPgAACAAJ,no decisive deterministic taxonomy indicator
Aaron Ciechanover,779,chemistry,2004,,for the discovery of ubiquitin-mediated protein degradation,מנגנונים ביוכימיים של פרוק תוך-תאי של חלבונים ברטיקולוציטים,,1981,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,iw,,,,,,1,https://books.google.com/books?id=i93yoAEACAAJ,no decisive deterministic taxonomy indicator
Aaron Klug,259,chemistry,1982,,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,"4th William and Mary Lecture, Leiden University, 30 October 1996",,1997,author,,technical_monograph,0.57,unknown,needs_review,0.55,0.55,1,en,,,,,,1,https://books.google.com/books?id=182RHAAACAAJ,technical indicators: molecular
Aaron Klug,259,chemistry,1982,,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,Award of the Dr. H.P. Heineken Prize to Dr. Klug on 28 April 1979 at a Meeting of the Afdeling Naturkunde of the K. Nederlandse Akademie Van Wetenschappen,,1979,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=u_fM0AEACAAJ,no decisive deterministic taxonomy indicator
Aaron Klug,259,chemistry,1982,,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,Die Behandlung von Fahrzeugen im Einkommen- und Umsatzsteuerrecht. Eine kritische Würdigung aus Sicht eines Unternehmers,,2017,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,de,9783668395237,,,,,1,https://books.google.com/books?id=6-VQDgAAQBAJ,no decisive deterministic taxonomy indicator
Aaron Klug,259,chemistry,1982,,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,Rosalind Franklin and the Discovery of the Structure of DNA,,1968,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=y4cSzQEACAAJ,no decisive deterministic taxonomy indicator
Aaron Klug,259,chemistry,1982,,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,The Assembly of a Virus,,1991,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=OiInGwAACAAJ,no decisive deterministic taxonomy indicator
Aaron Klug,259,chemistry,1982,,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,The Kinetics of Phase Changes in Solids,,1953,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=7OK50QEACAAJ,no decisive deterministic taxonomy indicator
Aaron Klug,259,chemistry,1982,,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,The Structure of Viruses as Determined by X-ray Diffraction,,1958,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=tu4btwAACAAJ,no decisive deterministic taxonomy indicator
Aaron Klug,259,chemistry,1982,,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,The nucleosome,,1981,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=Rwa_tQEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",??????????,,1991,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,9789814327206,,,,,1,https://books.google.com/books?id=Jwz_98UX5XsC|https://books.google.com/books?id=Lru4zwEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",??????????,,,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,9780962511868,,,,,1,https://books.google.com/books?id=kBEXzgEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",A Gauge Appreciation of Developments in Particle Physics - 1979,,1979,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=GpY4mwEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",A Massless Non-goldstone Neutrino in a Supersymmetric Model,,1976,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=-gTlmgEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",A Preon Model with Hidden Electric and Magnetic Type Charges,,1980,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=P4BWmwEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",A Supersymmetric Gluon Model,,1975,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=6BsImwEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current","Abdus Salam, un physicien (prix Nobel de physique 1979)",,1990,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,fr,9782701012032,,,,,1,https://books.google.com/books?id=Zn6wMoLLr3UC,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current","An F-g Version of the SL(6,C) Gauge Theory",,1973,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=jCd8mwEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",Analytic Properties of Expectation Values of Products of Field Operators,,1958,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=TL07cgAACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",Anomalous Lepton-hadron Interactions and Gauge Models,,1974,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=q6Q6mwEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",Anomaly Freedom in Chiral Supergravities,,1985,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=cAsxmwEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",Anyons and Chern-Simons Theory on Compact Spaces of Finite Genus,,1990,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=FTGKmwEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",Approach Towards Minimality - Supersymmetry at the Preonic Or Pre-preonic Level,,1982,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=K2HumgEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",Astro-particle-physics,,1985,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=xWsTmwEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",Chern-Simons Superconductivity at Finite Temperature,,1989,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=byWKmwEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",Chiral Compactification on Minkowski × X2 of N,,1984,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=Ct2FmwEACAAJ,no decisive deterministic taxonomy indicator
Abdus Salam,114,physics,1979,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",Classical Confining Solutions of a Tensor Gauge Theory Incorporating Colour,,1977,author,,unknown,0.35,unknown,needs_review,0.55,0.45,1,en,,,,,,1,https://books.google.com/books?id=hquKmwEACAAJ,no decisive deterministic taxonomy indicator
